Project:,PALACIOS CARIBBEAN,,,,,,,,,,,,,,,,,,,,,,,,,
Material Details Date:,1/28/2022,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Components,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Quantity,Plies,Board Feet/Truss,Board Feet Total,Linear Feet/Truss,Linear Feet Total,Lumber Pieces/Truss,Lumber Pieces Total,Lumber Cost/Truss,Lumber Cost Total,Plate Count/Truss,Plate Count Total,Plates Cost/Truss,Plates Cost Total,Connector Count/Truss,Connector Count Total,Connector Cost/Truss,Connector Cost Total,Material Cost/Truss,Material Cost Total,Labor Cost/Board Foot,Labor Cost/Linear Foot,Labor Cost/Truss,Labor Cost Total,Total Cost/Truss,Total Cost
# 3 Southern Pine 2x4 2.89,1,2.89,3,0.11,1.927,2,0.073,3,Southern Pine,Number 3,Untreated,2,4,$0.72 ,$0.72 ,$0.75 ,$0.75 ,$375.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 2.915,1,2.915,3,0.085,1.943,2,0.057,3,Southern Pine,Number 3,Untreated,2,4,$0.73 ,$0.73 ,$0.75 ,$0.75 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 2.941,1,2.941,3,0.059,1.961,2,0.039,3,Southern Pine,Number 3,Untreated,2,4,$0.74 ,$0.74 ,$0.75 ,$0.75 ,$375.00 ,FT-3A,,,,,,,
# 3 Southern Pine 2x4 2.951,1,2.951,3,0.049,1.968,2,0.032,3,Southern Pine,Number 3,Untreated,2,4,$0.74 ,$0.74 ,$0.75 ,$0.75 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 3.031,1,3.031,4,0.969,2.021,2.667,0.646,4,Southern Pine,Number 3,Untreated,2,4,$0.76 ,$0.76 ,$1.00 ,$1.00 ,$375.00 ,FT-6B,,,,,,,
# 3 Southern Pine 2x4 3.104,9,3.104,4,0.896,18.622,24,5.378,36,Southern Pine,Number 3,Untreated,2,4,$0.78 ,$6.98 ,$1.00 ,$9.00 ,$375.00 ,FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 3.115,1,3.115,4,0.885,2.076,2.667,0.59,4,Southern Pine,Number 3,Untreated,2,4,$0.78 ,$0.78 ,$1.00 ,$1.00 ,$375.00 ,FT-3B,,,,,,,
# 3 Southern Pine 2x4 3.117,1,3.117,4,0.883,2.078,2.667,0.589,4,Southern Pine,Number 3,Untreated,2,4,$0.78 ,$0.78 ,$1.00 ,$1.00 ,$375.00 ,T-4A,,,,,,,
# 3 Southern Pine 2x4 3.126,2,3.126,4,0.874,4.168,5.333,1.165,8,Southern Pine,Number 3,Untreated,2,4,$0.78 ,$1.56 ,$1.00 ,$2.00 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 3.145,1,3.145,4,0.855,2.097,2.667,0.57,4,Southern Pine,Number 3,Untreated,2,4,$0.79 ,$0.79 ,$1.00 ,$1.00 ,$375.00 ,T-5B,,,,,,,
# 3 Southern Pine 2x4 3.167,1,3.167,4,0.833,2.111,2.667,0.556,4,Southern Pine,Number 3,Untreated,2,4,$0.79 ,$0.79 ,$1.00 ,$1.00 ,$375.00 ,FT-5B,,,,,,,
# 3 Southern Pine 2x4 3.178,1,3.178,4,0.822,2.119,2.667,0.548,4,Southern Pine,Number 3,Untreated,2,4,$0.79 ,$0.79 ,$1.00 ,$1.00 ,$375.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 3.199,2,3.199,4,0.801,4.265,5.333,1.068,8,Southern Pine,Number 3,Untreated,2,4,$0.80 ,$1.60 ,$1.00 ,$2.00 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 3.22,1,3.22,4,0.78,2.147,2.667,0.52,4,Southern Pine,Number 3,Untreated,2,4,$0.81 ,$0.81 ,$1.00 ,$1.00 ,$375.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 3.276,8,3.276,4,0.724,17.474,21.333,3.86,32,Southern Pine,Number 3,Untreated,2,4,$0.82 ,$6.55 ,$1.00 ,$8.00 ,$375.00 ,T-3,,,,,,,
# 3 Southern Pine 2x4 3.287,1,3.287,4,0.713,2.192,2.667,0.475,4,Southern Pine,Number 3,Untreated,2,4,$0.82 ,$0.82 ,$1.00 ,$1.00 ,$375.00 ,KJ-4,,,,,,,
# 3 Southern Pine 2x4 3.316,1,3.316,4,0.684,2.211,2.667,0.456,4,Southern Pine,Number 3,Untreated,2,4,$0.83 ,$0.83 ,$1.00 ,$1.00 ,$375.00 ,T-5A,,,,,,,
# 3 Southern Pine 2x4 3.362,1,3.362,4,0.638,2.242,2.667,0.425,4,Southern Pine,Number 3,Untreated,2,4,$0.84 ,$0.84 ,$1.00 ,$1.00 ,$375.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 3.378,1,3.378,4,0.622,2.252,2.667,0.414,4,Southern Pine,Number 3,Untreated,2,4,$0.84 ,$0.84 ,$1.00 ,$1.00 ,$375.00 ,FT-6C,,,,,,,
# 3 Southern Pine 2x4 3.392,1,3.392,4,0.608,2.262,2.667,0.405,4,Southern Pine,Number 3,Untreated,2,4,$0.85 ,$0.85 ,$1.00 ,$1.00 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 3.401,2,3.401,4,0.599,4.535,5.333,0.799,8,Southern Pine,Number 3,Untreated,2,4,$0.85 ,$1.70 ,$1.00 ,$2.00 ,$375.00 ,GT-5,,,,,,,
# 3 Southern Pine 2x4 3.418,2,3.418,4,0.582,4.558,5.333,0.775,8,Southern Pine,Number 3,Untreated,2,4,$0.85 ,$1.71 ,$1.00 ,$2.00 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 3.443,1,3.443,4,0.557,2.295,2.667,0.372,4,Southern Pine,Number 3,Untreated,2,4,$0.86 ,$0.86 ,$1.00 ,$1.00 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 3.459,1,3.459,4,0.541,2.306,2.667,0.361,4,Southern Pine,Number 3,Untreated,2,4,$0.86 ,$0.86 ,$1.00 ,$1.00 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 3.533,1,3.533,4,0.467,2.355,2.667,0.311,4,Southern Pine,Number 3,Untreated,2,4,$0.88 ,$0.88 ,$1.00 ,$1.00 ,$375.00 ,FT-3B,,,,,,,
# 3 Southern Pine 2x4 3.558,1,3.558,4,0.442,2.372,2.667,0.295,4,Southern Pine,Number 3,Untreated,2,4,$0.89 ,$0.89 ,$1.00 ,$1.00 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 3.62,1,3.62,4,0.38,2.413,2.667,0.253,4,Southern Pine,Number 3,Untreated,2,4,$0.90 ,$0.90 ,$1.00 ,$1.00 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 3.627,1,3.627,4,0.373,2.418,2.667,0.249,4,Southern Pine,Number 3,Untreated,2,4,$0.91 ,$0.91 ,$1.00 ,$1.00 ,$375.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 3.65,14,3.65,4,0.35,34.067,37.333,3.266,56,Southern Pine,Number 3,Untreated,2,4,$0.91 ,$12.78 ,$1.00 ,$14.00 ,$375.00 ,FT-3A | FT-3B | FT-3C | FT-3D | T-3 | T-3A,,,,,,,
# 3 Southern Pine 2x4 3.669,2,3.669,4,0.331,4.892,5.333,0.441,8,Southern Pine,Number 3,Untreated,2,4,$0.92 ,$1.83 ,$1.00 ,$2.00 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 3.678,1,3.678,4,0.322,2.452,2.667,0.214,4,Southern Pine,Number 3,Untreated,2,4,$0.92 ,$0.92 ,$1.00 ,$1.00 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 3.682,1,3.682,4,0.318,2.455,2.667,0.212,4,Southern Pine,Number 3,Untreated,2,4,$0.92 ,$0.92 ,$1.00 ,$1.00 ,$375.00 ,T-5D,,,,,,,
# 3 Southern Pine 2x4 3.685,2,3.685,4,0.315,4.914,5.333,0.419,8,Southern Pine,Number 3,Untreated,2,4,$0.92 ,$1.84 ,$1.00 ,$2.00 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 3.694,2,3.694,4,0.306,4.925,5.333,0.408,8,Southern Pine,Number 3,Untreated,2,4,$0.92 ,$1.85 ,$1.00 ,$2.00 ,$375.00 ,HG-1,,,,,,,
# 3 Southern Pine 2x4 3.712,1,3.712,4,0.288,2.475,2.667,0.192,4,Southern Pine,Number 3,Untreated,2,4,$0.93 ,$0.93 ,$1.00 ,$1.00 ,$375.00 ,T-4B,,,,,,,
# 3 Southern Pine 2x4 3.781,2,3.781,4,0.219,5.042,5.333,0.292,8,Southern Pine,Number 3,Untreated,2,4,$0.95 ,$1.89 ,$1.00 ,$2.00 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 3.796,2,3.796,4,0.204,5.062,5.333,0.271,8,Southern Pine,Number 3,Untreated,2,4,$0.95 ,$1.90 ,$1.00 ,$2.00 ,$375.00 ,T-5E,,,,,,,
# 3 Southern Pine 2x4 3.805,2,3.805,4,0.195,5.073,5.333,0.26,8,Southern Pine,Number 3,Untreated,2,4,$0.95 ,$1.90 ,$1.00 ,$2.00 ,$375.00 ,HG-4,,,,,,,
# 3 Southern Pine 2x4 3.847,1,3.847,4,0.153,2.564,2.667,0.102,4,Southern Pine,Number 3,Untreated,2,4,$0.96 ,$0.96 ,$1.00 ,$1.00 ,$375.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 3.879,9,3.879,4,0.121,23.273,24,0.727,36,Southern Pine,Number 3,Untreated,2,4,$0.97 ,$8.73 ,$1.00 ,$9.00 ,$375.00 ,FT-3D | T-3,,,,,,,
# 3 Southern Pine 2x4 3.896,6,3.896,4,0.104,15.583,16,0.417,24,Southern Pine,Number 3,Untreated,2,4,$0.97 ,$5.84 ,$1.00 ,$6.00 ,$375.00 ,T-5D | T-5C | T-5B | T-5A | T-5 | GT-5,,,,,,,
# 3 Southern Pine 2x4 3.97,1,3.97,4,0.03,2.647,2.667,0.02,4,Southern Pine,Number 3,Untreated,2,4,$0.99 ,$0.99 ,$1.00 ,$1.00 ,$375.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 4.014,1,4.014,5,0.986,2.676,3.333,0.658,5,Southern Pine,Number 3,Untreated,2,4,$1.00 ,$1.00 ,$1.25 ,$1.25 ,$375.00 ,FT-6C,,,,,,,
# 3 Southern Pine 2x4 4.053,1,4.053,5,0.947,2.702,3.333,0.631,5,Southern Pine,Number 3,Untreated,2,4,$1.01 ,$1.01 ,$1.25 ,$1.25 ,$375.00 ,FT-1D,,,,,,,
# 3 Southern Pine 2x4 4.083,1,4.083,5,0.917,2.722,3.333,0.611,5,Southern Pine,Number 3,Untreated,2,4,$1.02 ,$1.02 ,$1.25 ,$1.25 ,$375.00 ,FT-1B,,,,,,,
# 3 Southern Pine 2x4 4.167,1,4.167,5,0.833,2.778,3.333,0.556,5,Southern Pine,Number 3,Untreated,2,4,$1.04 ,$1.04 ,$1.25 ,$1.25 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 4.17,1,4.17,5,0.83,2.78,3.333,0.553,5,Southern Pine,Number 3,Untreated,2,4,$1.04 ,$1.04 ,$1.25 ,$1.25 ,$375.00 ,FT-1C,,,,,,,
# 3 Southern Pine 2x4 4.21,1,4.21,5,0.79,2.807,3.333,0.526,5,Southern Pine,Number 3,Untreated,2,4,$1.05 ,$1.05 ,$1.25 ,$1.25 ,$375.00 ,FT-1E,,,,,,,
# 3 Southern Pine 2x4 4.225,1,4.225,5,0.775,2.817,3.333,0.516,5,Southern Pine,Number 3,Untreated,2,4,$1.06 ,$1.06 ,$1.25 ,$1.25 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 4.257,1,4.257,5,0.743,2.838,3.333,0.495,5,Southern Pine,Number 3,Untreated,2,4,$1.06 ,$1.06 ,$1.25 ,$1.25 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 4.265,4,4.265,5,0.735,11.374,13.333,1.959,20,Southern Pine,Number 3,Untreated,2,4,$1.07 ,$4.27 ,$1.25 ,$5.00 ,$375.00 ,FT-3B | T-3A | FT-6B,,,,,,,
# 3 Southern Pine 2x4 4.281,1,4.281,5,0.719,2.854,3.333,0.479,5,Southern Pine,Number 3,Untreated,2,4,$1.07 ,$1.07 ,$1.25 ,$1.25 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 4.371,1,4.371,5,0.629,2.914,3.333,0.419,5,Southern Pine,Number 3,Untreated,2,4,$1.09 ,$1.09 ,$1.25 ,$1.25 ,$375.00 ,T-5E,,,,,,,
# 3 Southern Pine 2x4 4.479,1,4.479,5,0.521,2.986,3.333,0.348,5,Southern Pine,Number 3,Untreated,2,4,$1.12 ,$1.12 ,$1.25 ,$1.25 ,$375.00 ,FT-1E,,,,,,,
# 3 Southern Pine 2x4 4.505,1,4.505,5,0.495,3.004,3.333,0.33,5,Southern Pine,Number 3,Untreated,2,4,$1.13 ,$1.13 ,$1.25 ,$1.25 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 4.511,1,4.511,5,0.489,3.008,3.333,0.326,5,Southern Pine,Number 3,Untreated,2,4,$1.13 ,$1.13 ,$1.25 ,$1.25 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 4.524,1,4.524,5,0.476,3.016,3.333,0.317,5,Southern Pine,Number 3,Untreated,2,4,$1.13 ,$1.13 ,$1.25 ,$1.25 ,$375.00 ,T-4C,,,,,,,
# 3 Southern Pine 2x4 4.569,2,4.569,5,0.431,6.093,6.667,0.574,10,Southern Pine,Number 3,Untreated,2,4,$1.14 ,$2.28 ,$1.25 ,$2.50 ,$375.00 ,FT-5A,,,,,,,
# 3 Southern Pine 2x4 4.614,1,4.614,5,0.386,3.076,3.333,0.257,5,Southern Pine,Number 3,Untreated,2,4,$1.15 ,$1.15 ,$1.25 ,$1.25 ,$375.00 ,FT-6B,,,,,,,
# 3 Southern Pine 2x4 4.652,4,4.652,5,0.348,12.407,13.333,0.927,20,Southern Pine,Number 3,Untreated,2,4,$1.16 ,$4.65 ,$1.25 ,$5.00 ,$375.00 ,FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 3 Southern Pine 2x4 4.726,14,4.726,5,0.274,44.107,46.667,2.559,70,Southern Pine,Number 3,Untreated,2,4,$1.18 ,$16.54 ,$1.25 ,$17.50 ,$375.00 ,FT-3A | FT-3B | FT-3C | FT-3D | T-3 | T-3A,,,,,,,
# 3 Southern Pine 2x4 4.747,1,4.747,5,0.253,3.165,3.333,0.169,5,Southern Pine,Number 3,Untreated,2,4,$1.19 ,$1.19 ,$1.25 ,$1.25 ,$375.00 ,FT-5B,,,,,,,
# 3 Southern Pine 2x4 4.753,4,4.753,5,0.247,12.674,13.333,0.66,20,Southern Pine,Number 3,Untreated,2,4,$1.19 ,$4.75 ,$1.25 ,$5.00 ,$375.00 ,FT-5E | FT-5D | FT-5C | FT-5B,,,,,,,
# 3 Southern Pine 2x4 4.758,1,4.758,5,0.242,3.172,3.333,0.161,5,Southern Pine,Number 3,Untreated,2,4,$1.19 ,$1.19 ,$1.25 ,$1.25 ,$375.00 ,T-5C,,,,,,,
# 3 Southern Pine 2x4 4.773,1,4.773,5,0.227,3.182,3.333,0.152,5,Southern Pine,Number 3,Untreated,2,4,$1.19 ,$1.19 ,$1.25 ,$1.25 ,$375.00 ,T-4B,,,,,,,
# 3 Southern Pine 2x4 4.82,1,4.82,5,0.18,3.213,3.333,0.12,5,Southern Pine,Number 3,Untreated,2,4,$1.21 ,$1.21 ,$1.25 ,$1.25 ,$375.00 ,T-4B,,,,,,,
# 3 Southern Pine 2x4 4.826,8,4.826,5,0.174,25.741,26.667,0.926,40,Southern Pine,Number 3,Untreated,2,4,$1.21 ,$9.65 ,$1.25 ,$10.00 ,$375.00 ,T-3,,,,,,,
# 3 Southern Pine 2x4 4.869,1,4.869,5,0.131,3.246,3.333,0.087,5,Southern Pine,Number 3,Untreated,2,4,$1.22 ,$1.22 ,$1.25 ,$1.25 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 4.929,1,4.929,5,0.071,3.286,3.333,0.047,5,Southern Pine,Number 3,Untreated,2,4,$1.23 ,$1.23 ,$1.25 ,$1.25 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 4.935,1,4.935,5,0.065,3.29,3.333,0.043,5,Southern Pine,Number 3,Untreated,2,4,$1.23 ,$1.23 ,$1.25 ,$1.25 ,$375.00 ,FT-3C,,,,,,,
# 3 Southern Pine 2x4 5.035,2,5.035,6,0.965,6.713,8,1.287,12,Southern Pine,Number 3,Untreated,2,4,$1.26 ,$2.52 ,$1.50 ,$3.00 ,$375.00 ,T-5A,,,,,,,
# 3 Southern Pine 2x4 5.038,3,5.038,6,0.962,10.076,12,1.924,18,Southern Pine,Number 3,Untreated,2,4,$1.26 ,$3.78 ,$1.50 ,$4.50 ,$375.00 ,T-4,,,,,,,
# 3 Southern Pine 2x4 5.039,1,5.039,6,0.961,3.359,4,0.641,6,Southern Pine,Number 3,Untreated,2,4,$1.26 ,$1.26 ,$1.50 ,$1.50 ,$375.00 ,FT-1E,,,,,,,
# 3 Southern Pine 2x4 5.064,1,5.064,6,0.936,3.376,4,0.624,6,Southern Pine,Number 3,Untreated,2,4,$1.27 ,$1.27 ,$1.50 ,$1.50 ,$375.00 ,KJ-2,,,,,,,
# 3 Southern Pine 2x4 5.067,5,5.067,6,0.933,16.891,20,3.109,30,Southern Pine,Number 3,Untreated,2,4,$1.27 ,$6.33 ,$1.50 ,$7.50 ,$375.00 ,T-5D | T-5C | T-5B | T-5,,,,,,,
# 3 Southern Pine 2x4 5.186,8,5.186,6,0.814,27.66,32,4.34,48,Southern Pine,Number 3,Untreated,2,4,$1.30 ,$10.37 ,$1.50 ,$12.00 ,$375.00 ,T-3B,,,,,,,
# 3 Southern Pine 2x4 5.277,1,5.277,6,0.723,3.518,4,0.482,6,Southern Pine,Number 3,Untreated,2,4,$1.32 ,$1.32 ,$1.50 ,$1.50 ,$375.00 ,FT-5C,,,,,,,
# 3 Southern Pine 2x4 5.311,1,5.311,6,0.689,3.541,4,0.459,6,Southern Pine,Number 3,Untreated,2,4,$1.33 ,$1.33 ,$1.50 ,$1.50 ,$375.00 ,T-5C,,,,,,,
# 3 Southern Pine 2x4 5.357,1,5.357,6,0.643,3.571,4,0.429,6,Southern Pine,Number 3,Untreated,2,4,$1.34 ,$1.34 ,$1.50 ,$1.50 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 5.382,1,5.382,6,0.618,3.588,4,0.412,6,Southern Pine,Number 3,Untreated,2,4,$1.35 ,$1.35 ,$1.50 ,$1.50 ,$375.00 ,FT-5B,,,,,,,
# 3 Southern Pine 2x4 5.462,1,5.462,6,0.538,3.641,4,0.359,6,Southern Pine,Number 3,Untreated,2,4,$1.37 ,$1.37 ,$1.50 ,$1.50 ,$375.00 ,FT-6A,,,,,,,
# 3 Southern Pine 2x4 5.48,1,5.48,6,0.52,3.653,4,0.347,6,Southern Pine,Number 3,Untreated,2,4,$1.37 ,$1.37 ,$1.50 ,$1.50 ,$375.00 ,FT-6C,,,,,,,
# 3 Southern Pine 2x4 5.493,2,5.493,6,0.507,7.324,8,0.676,12,Southern Pine,Number 3,Untreated,2,4,$1.37 ,$2.75 ,$1.50 ,$3.00 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 5.695,9,5.695,6,0.305,34.169,36,1.831,54,Southern Pine,Number 3,Untreated,2,4,$1.42 ,$12.81 ,$1.50 ,$13.50 ,$375.00 ,T-3B | T-3C,,,,,,,
# 3 Southern Pine 2x4 5.737,1,5.737,6,0.263,3.825,4,0.175,6,Southern Pine,Number 3,Untreated,2,4,$1.43 ,$1.43 ,$1.50 ,$1.50 ,$375.00 ,FT-3D,,,,,,,
# 3 Southern Pine 2x4 5.769,1,5.769,6,0.231,3.846,4,0.154,6,Southern Pine,Number 3,Untreated,2,4,$1.44 ,$1.44 ,$1.50 ,$1.50 ,$375.00 ,T-4A,,,,,,,
# 3 Southern Pine 2x4 5.811,1,5.811,6,0.189,3.874,4,0.126,6,Southern Pine,Number 3,Untreated,2,4,$1.45 ,$1.45 ,$1.50 ,$1.50 ,$375.00 ,FT-3B,,,,,,,
# 3 Southern Pine 2x4 5.878,1,5.878,6,0.122,3.919,4,0.081,6,Southern Pine,Number 3,Untreated,2,4,$1.47 ,$1.47 ,$1.50 ,$1.50 ,$375.00 ,FT-5D,,,,,,,
# 3 Southern Pine 2x4 5.906,2,5.906,6,0.094,7.875,8,0.125,12,Southern Pine,Number 3,Untreated,2,4,$1.48 ,$2.95 ,$1.50 ,$3.00 ,$375.00 ,FT-5A,,,,,,,
# 3 Southern Pine 2x4 6.018,2,6.018,7,0.982,8.024,9.333,1.309,14,Southern Pine,Number 3,Untreated,2,4,$1.50 ,$3.01 ,$1.75 ,$3.50 ,$375.00 ,T-5E,,,,,,,
# 3 Southern Pine 2x4 6.028,8,6.028,7,0.972,32.151,37.333,5.182,56,Southern Pine,Number 3,Untreated,2,4,$1.51 ,$12.06 ,$1.75 ,$14.00 ,$375.00 ,T-3,,,,,,,
# 3 Southern Pine 2x4 6.047,1,6.047,7,0.953,4.031,4.667,0.635,7,Southern Pine,Number 3,Untreated,2,4,$1.51 ,$1.51 ,$1.75 ,$1.75 ,$375.00 ,FT-5A,,,,,,,
# 3 Southern Pine 2x4 6.061,3,6.061,7,0.939,12.122,14,1.878,21,Southern Pine,Number 3,Untreated,2,4,$1.52 ,$4.55 ,$1.75 ,$5.25 ,$375.00 ,FT-5E | FT-5D | FT-5C,,,,,,,
# 3 Southern Pine 2x4 6.213,1,6.213,7,0.787,4.142,4.667,0.525,7,Southern Pine,Number 3,Untreated,2,4,$1.55 ,$1.55 ,$1.75 ,$1.75 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 6.215,1,6.215,7,0.785,4.143,4.667,0.523,7,Southern Pine,Number 3,Untreated,2,4,$1.55 ,$1.55 ,$1.75 ,$1.75 ,$375.00 ,FT-5C,,,,,,,
# 3 Southern Pine 2x4 6.242,2,6.242,7,0.758,8.323,9.333,1.011,14,Southern Pine,Number 3,Untreated,2,4,$1.56 ,$3.12 ,$1.75 ,$3.50 ,$375.00 ,T-3A,,,,,,,
# 3 Southern Pine 2x4 6.254,9,6.254,7,0.746,37.522,42,4.478,63,Southern Pine,Number 3,Untreated,2,4,$1.56 ,$14.07 ,$1.75 ,$15.75 ,$375.00 ,T-3B | T-3C,,,,,,,
# 3 Southern Pine 2x4 6.264,1,6.264,7,0.736,4.176,4.667,0.491,7,Southern Pine,Number 3,Untreated,2,4,$1.57 ,$1.57 ,$1.75 ,$1.75 ,$375.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x4 6.267,2,6.267,7,0.733,8.356,9.333,0.977,14,Southern Pine,Number 3,Untreated,2,4,$1.57 ,$3.13 ,$1.75 ,$3.50 ,$375.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x4 6.329,1,6.329,7,0.671,4.22,4.667,0.447,7,Southern Pine,Number 3,Untreated,2,4,$1.58 ,$1.58 ,$1.75 ,$1.75 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 6.33,1,6.33,7,0.67,4.22,4.667,0.447,7,Southern Pine,Number 3,Untreated,2,4,$1.58 ,$1.58 ,$1.75 ,$1.75 ,$375.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x4 6.352,1,6.352,7,0.648,4.235,4.667,0.432,7,Southern Pine,Number 3,Untreated,2,4,$1.59 ,$1.59 ,$1.75 ,$1.75 ,$375.00 ,FT-3B,,,,,,,
# 3 Southern Pine 2x4 6.411,1,6.411,7,0.589,4.274,4.667,0.392,7,Southern Pine,Number 3,Untreated,2,4,$1.60 ,$1.60 ,$1.75 ,$1.75 ,$375.00 ,T-5B,,,,,,,
# 3 Southern Pine 2x4 6.435,1,6.435,7,0.565,4.29,4.667,0.376,7,Southern Pine,Number 3,Untreated,2,4,$1.61 ,$1.61 ,$1.75 ,$1.75 ,$375.00 ,FT-5E,,,,,,,
# 3 Southern Pine 2x4 6.436,4,6.436,7,0.564,17.164,18.667,1.503,28,Southern Pine,Number 3,Untreated,2,4,$1.61 ,$6.44 ,$1.75 ,$7.00 ,$375.00 ,T-4 | T-4C,,,,,,,
# 3 Southern Pine 2x4 6.499,8,6.499,7,0.501,34.661,37.333,2.672,56,Southern Pine,Number 3,Untreated,2,4,$1.62 ,$13.00 ,$1.75 ,$14.00 ,$375.00 ,T-3B,,,,,,,
# 3 Southern Pine 2x4 6.599,1,6.599,7,0.401,4.399,4.667,0.267,7,Southern Pine,Number 3,Untreated,2,4,$1.65 ,$1.65 ,$1.75 ,$1.75 ,$375.00 ,T-3C,,,,,,,
# 3 Southern Pine 2x4 6.962,8,6.962,7,0.038,37.129,37.333,0.205,56,Southern Pine,Number 3,Untreated,2,4,$1.74 ,$13.92 ,$1.75 ,$14.00 ,$375.00 ,T-3B,,,,,,,
# 3 Southern Pine 2x4 7.048,1,7.048,8,0.952,4.699,5.333,0.635,8,Southern Pine,Number 3,Untreated,2,4,$1.76 ,$1.76 ,$2.00 ,$2.00 ,$375.00 ,FT-5D,,,,,,,
# 3 Southern Pine 2x4 7.273,1,7.273,8,0.727,4.849,5.333,0.484,8,Southern Pine,Number 3,Untreated,2,4,$1.82 ,$1.82 ,$2.00 ,$2.00 ,$375.00 ,FT-3A,,,,,,,
# 3 Southern Pine 2x4 7.478,1,7.478,8,0.522,4.985,5.333,0.348,8,Southern Pine,Number 3,Untreated,2,4,$1.87 ,$1.87 ,$2.00 ,$2.00 ,$375.00 ,T-5D,,,,,,,
# 3 Southern Pine 2x4 7.873,1,7.873,8,0.127,5.249,5.333,0.085,8,Southern Pine,Number 3,Untreated,2,4,$1.97 ,$1.97 ,$2.00 ,$2.00 ,$375.00 ,FT-3A,,,,,,,
# 3 Southern Pine 2x4 7.885,1,7.885,8,0.115,5.257,5.333,0.076,8,Southern Pine,Number 3,Untreated,2,4,$1.97 ,$1.97 ,$2.00 ,$2.00 ,$375.00 ,FT-5E,,,,,,,
# 3 Southern Pine 2x4 8.018,9,8.018,9,0.982,48.107,54,5.893,81,Southern Pine,Number 3,Untreated,2,4,$2.11 ,$19.00 ,$2.37 ,$21.33 ,$395.00 ,T-3B | T-3C,,,,,,,
# 3 Southern Pine 2x6 0.375,8,0.375,1,0.625,3,8,5,8,Southern Pine,Number 3,Untreated,2,6,$0.14 ,$1.10 ,$0.36 ,$2.92 ,$365.00 ,CJ-1A | HG-1,,,,,,,
# 3 Southern Pine 2x6 3.74,1,3.74,4,0.26,3.74,4,0.26,4,Southern Pine,Number 3,Untreated,2,6,$1.36 ,$1.36 ,$1.46 ,$1.46 ,$365.00 ,HG-2,,,,,,,
# 3 Southern Pine 2x6 4.74,1,4.74,5,0.26,4.74,5,0.26,5,Southern Pine,Number 3,Untreated,2,6,$1.73 ,$1.73 ,$1.82 ,$1.82 ,$365.00 ,FT-2A,,,,,,,
# 3 Southern Pine 2x6 6.894,8,6.894,7,0.106,55.152,56,0.848,56,Southern Pine,Number 3,Untreated,2,6,$2.52 ,$20.13 ,$2.55 ,$20.44 ,$365.00 ,T-3,,,,,,,
